Symbol,Total_PnL,Avg_PnL,Trade_Count,Strategy,Avg_Price,Avg_Position_Value,Volatility_Ann,Total_Trades,Trading_Days,Trades_Per_Day,Estimated_Daily_Volume,Liquidity_Score,Liquidity_Tier,Market_Impact_Est,Market_Cap_Tier
IWM,547.8838549999962,273.9419274999981,2,SHORT,250.6175,132827.3275,1.7858002838277032,2,2,1.0,6641366.375000001,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
JNJ,285.1428700000079,142.57143500000396,2,SHORT,206.445,133362.865,0.6660875785980588,2,2,1.0,6668143.25,50.0,Tier 3 (Moderate),1.9999999999999998,Large-cap ($10B-$200B)
JPM,1916.832990000045,239.6041237500056,8,SHORT,301.81714999999997,121392.1427,7.381168311068495,8,8,1.0,6069607.135,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
KLAC,3815.3939900000137,158.9747495833339,24,SHORT,984.5167208333334,115107.59223750001,7.202833403328395,24,24,1.0,5755379.611875,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
L,-504.1850799999973,-504.1850799999973,1,SHORT,87.47,99803.27,0.0,1,1,1.0,4990163.5,50.0,Tier 3 (Moderate),2.0,Mid-cap ($2B-$10B)
LIN,3002.9056300000093,300.29056300000093,10,SHORT,456.2945000000001,114870.78300000001,7.295707969103425,10,10,1.0,5743539.15,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
LLY,8683.251525000016,271.3516101562505,32,SHORT,793.5273125000001,113598.131628125,9.351769220516484,32,32,1.0,5679906.581406251,50.00000000000001,Tier 2 (Liquid),1.9999999999999998,Mega-cap ($200B+)
LRCX,-603.0471099999788,-201.0157033333263,3,SHORT,157.28666666666666,130852.96500000001,7.873196738827044,3,3,1.0,6542648.250000001,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
LULU,8447.840134999999,1206.834305,7,SHORT,225.75342857142851,109300.58807142859,21.470330739715575,7,7,1.0,5465029.40357143,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
MA,3126.2899000000234,208.41932666666824,15,SHORT,561.857,114533.37033333333,7.958947432504368,15,15,1.0,5726668.516666667,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
MAR,-862.7703949999581,-215.69259874998951,4,SHORT,277.183,122629.73800000001,6.50327346427453,4,4,1.0,6131486.9,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
MCD,873.7634049999875,97.0848227777764,9,SHORT,302.2161111111111,112999.01833333334,3.9364735210039554,9,9,1.0,5649950.916666667,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
MELI,12117.89729999992,448.8110111111081,27,SHORT,2139.747037037037,120738.20074074074,12.056382353593614,27,27,1.0,6036910.037037036,49.99999999999999,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
META,4535.420579999971,188.9758574999988,24,SHORT,709.8261374999998,114327.16101666668,9.323039501705898,24,24,1.0,5716358.050833334,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
MNST,-28.533409999992852,-28.533409999992852,1,SHORT,61.95,101969.70000000001,0.0,1,1,1.0,5098485.000000001,50.0,Tier 3 (Moderate),1.9999999999999998,Mid-cap ($2B-$10B)
MSFT,1910.8715350000216,191.08715350000216,10,SHORT,499.90640999999994,116127.28299,4.914896612354961,10,10,1.0,5806364.1495,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
MSTR,6122.44389499997,226.7571812962952,27,SHORT,322.14477407407406,114447.2301037037,26.08060291272948,27,27,1.0,5722361.505185185,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
MU,-3543.282455000011,-885.8206137500027,4,SHORT,202.977625,122098.877875,11.398888954420565,4,4,1.0,6104943.893750001,50.00000000000001,Tier 2 (Liquid),1.9999999999999998,Mega-cap ($200B+)
NEE,-121.78650000002564,-60.89325000001281,2,SHORT,69.835,102127.12499999999,19.358978540139887,2,2,1.0,5106356.249999999,50.0,Tier 3 (Moderate),2.0,Mid-cap ($2B-$10B)
NFLX,3254.266399999992,108.4755466666664,30,SHORT,1186.8129666666666,112013.63203333334,5.172402481211886,30,30,1.0,5600681.6016666675,50.0,Tier 3 (Moderate),1.9999999999999998,Large-cap ($10B-$200B)
NOW,12646.88537999994,436.0994958620669,29,SHORT,913.9702551724137,114158.25239655172,15.656653120926062,29,29,1.0,5707912.619827586,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
NVDA,3382.086199999976,1691.043099999988,2,SHORT,179.58915,129892.4834,10.885848801746883,2,2,1.0,6494624.17,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
NXPI,427.3586600000109,142.4528866666703,3,SHORT,220.4466666666667,108312.67,9.151701279759024,3,3,1.0,5415633.5,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
ODFL,874.6061850000402,291.5353950000134,3,SHORT,150.8132666666667,109887.63859999999,5.5764363919155,3,3,1.0,5494381.93,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
ORCL,8361.951499999972,522.6219687499982,16,SHORT,240.3033375,119298.12446250001,12.970856261762448,16,16,1.0,5964906.2231250005,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
ORLY,-429.3114900000018,-429.3114900000018,1,SHORT,88.56,101932.56,0.0,1,1,1.0,5096628.0,50.0,Tier 3 (Moderate),2.0,Mid-cap ($2B-$10B)
PANW,-1007.5111700000064,-251.8777925000016,4,SHORT,195.88125,109178.33249999999,3.1136380115442064,4,4,1.0,5458916.624999999,49.99999999999999,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
PAYX,86.76025499999366,21.690063749998416,4,SHORT,141.65375,101891.37625,4.5023661101149175,4,4,1.0,5094568.8125,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
PDD,1325.8128600000057,1325.8128600000057,1,SHORT,105.3,102351.59999999999,0.0,1,1,1.0,5117580.0,50.00000000000001,Tier 2 (Liquid),1.9999999999999998,Large-cap ($10B-$200B)
PEP,-1085.7610049999853,-361.9203349999951,3,SHORT,133.0293,107458.17226666668,7.465938499371304,3,3,1.0,5372908.613333334,50.00000000000001,Tier 2 (Liquid),1.9999999999999998,Large-cap ($10B-$200B)
PG,282.91892999999914,141.45946499999957,2,SHORT,153.565,114775.33,0.44049323349491815,2,2,1.0,5738766.5,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
PLTR,-1781.5184799999906,-254.50263999999865,7,SHORT,150.71241428571426,109936.41455714287,9.769855657457942,7,7,1.0,5496820.727857144,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
PM,-355.1822450000026,-177.5911225000013,2,SHORT,164.23000000000002,112177.95000000001,5.171240823825507,2,2,1.0,5608897.500000001,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
QQQ,-185.50728999999228,-92.75364499999614,2,SHORT,588.29,121390.78,3.001819826323286,2,2,1.0,6069539.0,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
REGN,4260.150059999967,163.85192538461413,26,SHORT,582.5248653846154,115844.6120423077,9.505476887711776,26,26,1.0,5792230.602115384,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
ROP,1754.8998599999625,194.9888733333292,9,SHORT,523.088888888889,110826.63944444444,5.857055334182833,9,9,1.0,5541331.972222222,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
ROST,288.18750000000904,288.18750000000904,1,SHORT,128.15,101879.25,0.0,1,1,1.0,5093962.5,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
SHOP,984.9402650000204,328.31342166667343,3,SHORT,136.97646666666665,113055.06413333333,9.724117432242085,3,3,1.0,5652753.206666667,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
SHW,2618.437565,238.03977863636365,11,SHORT,346.96636363636367,111810.21818181817,5.828781916750837,11,11,1.0,5590510.909090908,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
SMG,621.6509200000017,621.6509200000017,1,SHORT,57.85,99906.95,0.0,1,1,1.0,4995347.5,50.0,Tier 3 (Moderate),2.0,Mid-cap ($2B-$10B)
SMH,-673.6025349999924,-673.6025349999924,1,SHORT,340.73,123003.53000000001,0.0,1,1,1.0,6150176.500000001,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
SNPS,8750.53612999995,380.4580926086935,23,SHORT,478.61286956521735,115839.42413043478,15.87524772097331,23,23,1.0,5791971.206521739,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
SPOT,8027.683270000014,200.69208175000037,40,SHORT,662.2259700000001,116432.9793975,9.321991212763631,40,40,1.0,5821648.969875,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
SPXS,1038.8481000000088,1038.8481000000088,1,SHORT,36.06,129130.86000000002,0.0,1,1,1.0,6456543.000000001,50.0,Tier 3 (Moderate),2.0,Mid-cap ($2B-$10B)
SQQQ,2062.263794999992,2062.263794999992,1,SHORT,70.21,129116.18999999999,0.0,1,1,1.0,6455809.499999999,50.0,Tier 3 (Moderate),2.0,Mid-cap ($2B-$10B)
STX,-648.1426449999963,-162.03566124999907,4,SHORT,236.62374999999997,124936.9975,18.268033389398035,4,4,1.0,6246849.875,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
TEAM,20922.81069499997,1743.5675579166643,12,SHORT,173.69749166666665,111229.862775,45.46969919524927,12,12,1.0,5561493.13875,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
TLT,-5.474309999981301,-5.474309999981301,1,SHORT,88.805,129122.47000000002,0.0,1,1,1.0,6456123.500000001,50.0,Tier 3 (Moderate),2.0,Mid-cap ($2B-$10B)
TMO,4852.916624999996,303.30728906249976,16,SHORT,475.64781250000004,114015.64406250001,6.361485309009844,16,16,1.0,5700782.203125001,50.00000000000001,Tier 2 (Liquid),1.9999999999999998,Mega-cap ($200B+)
TMUS,5399.556340000012,1079.9112680000023,5,SHORT,225.865,117690.09800000003,16.59779587478504,5,5,1.0,5884504.900000001,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
TRI,348.4767300000089,348.4767300000089,1,SHORT,192.865,99904.07,0.0,1,1,1.0,4995203.5,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
TRV,45.95827999999807,7.659713333333012,6,SHORT,265.01871666666665,100367.81803333333,9.12087907307688,6,6,1.0,5018390.901666666,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
TSLA,6261.17654500001,272.2250671739135,23,SHORT,359.36220869565216,112041.81047826086,9.38990623975237,23,23,1.0,5602090.523913043,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
TTD,-850.3622999999972,-850.3622999999972,1,SHORT,72.15,99927.75000000001,0.0,1,1,1.0,4996387.500000001,50.0,Tier 3 (Moderate),2.0,Mid-cap ($2B-$10B)
TTWO,-880.4888399999469,-97.83209333332744,9,SHORT,238.845,114932.48611111111,7.965301239285945,9,9,1.0,5746624.305555555,49.99999999999999,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
TWLO,2776.958229999995,1388.4791149999976,2,SHORT,111.33,105875.06,24.82896925896822,2,2,1.0,5293753.0,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
TXN,-308.9108200000061,-308.9108200000061,1,SHORT,189.195,105192.42,0.0,1,1,1.0,5259621.0,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
UAL,406.46580000000097,406.46580000000097,1,SHORT,78.67,99989.57,0.0,1,1,1.0,4999478.5,50.0,Tier 3 (Moderate),2.0,Mid-cap ($2B-$10B)
UBER,-1180.8050999999955,-590.4025499999979,2,SHORT,84.19265,114239.6192,0.5721518182228168,2,2,1.0,5711980.96,50.0,Tier 3 (Moderate),2.0,Mid-cap ($2B-$10B)
UNH,4395.866325000008,366.3221937500007,12,SHORT,298.18648333333334,109739.49624166667,9.769790967203564,12,12,1.0,5486974.812083334,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
UNP,1499.7416399999945,499.9138799999982,3,SHORT,222.07796666666664,107824.02723333333,6.752601197919558,3,3,1.0,5391201.361666666,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
URI,7437.502230000043,437.50013117647313,17,SHORT,873.7363352941176,120472.33141764707,13.755138537886094,17,17,1.0,6023616.570882354,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
V,1896.8914799999948,474.2228699999987,4,SHORT,343.745,112056.3,4.919305786413857,4,4,1.0,5602815.0,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
VRSK,9672.525705,1074.7250783333334,9,SHORT,265.1872222222222,113117.39666666667,25.839921214986987,9,9,1.0,5655869.833333333,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
VRTX,1884.9266250000387,117.80791406250242,16,SHORT,406.0914,113606.21473125,8.207928461960512,16,16,1.0,5680310.7365625,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
W,-2005.1606399999976,-2005.1606399999976,1,SHORT,97.85,131510.4,0.0,1,1,1.0,6575520.0,50.0,Tier 3 (Moderate),2.0,Mid-cap ($2B-$10B)
WDAY,2255.192965000022,225.5192965000022,10,SHORT,225.4015,118010.93999999999,11.083357742462727,10,10,1.0,5900546.999999999,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
WYNN,1438.336849999975,359.58421249999367,4,SHORT,111.705,114792.22750000001,5.440042774791721,4,4,1.0,5739611.375,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
XOM,294.82263999999293,147.41131999999646,2,SHORT,109.805,114654.51999999999,6.886802805531911,2,2,1.0,5732725.999999999,49.99999999999999,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
XOP,308.2049999999982,308.2049999999982,1,SHORT,126.24,102254.4,0.0,1,1,1.0,5112720.0,50.0,Tier 3 (Moderate),2.0,Large-cap ($10B-$200B)
